taxon	lineage
OQ775564|homo_sapiens|paraguay|2023-02-07	H
OQ775563|homo_sapiens|paraguay|2023-01-26	H
OQ775521|homo_sapiens|paraguay|2023-03-10	H
OQ775516|homo_sapiens|paraguay|2023-03-04	H
OQ775494|homo_sapiens|paraguay|2023-01-28	H
OQ775561|homo_sapiens|paraguay|2023-01-26	H
OQ775485|homo_sapiens|paraguay|2023-01-19	H
OQ775493|homo_sapiens|paraguay|2023-02-05	H
OQ775483|homo_sapiens|paraguay|2023-02-24	H
OQ775444|homo_sapiens|paraguay|2023-01-24	H
OQ775462|homo_sapiens|paraguay|2023-02-10	H
OQ775446|homo_sapiens|paraguay|2023-01-25	H
PQ841405|homo_sapiens|paraguay|2023-01-04	H
PQ841404|homo_sapiens|paraguay|2023-01-04	H
PQ841395|homo_sapiens|paraguay|2023-01-10	H
OQ775499|homo_sapiens|paraguay|2023-02-15	H
OQ775461|homo_sapiens|paraguay|2023-01-28	H
OQ775474|homo_sapiens|paraguay|2023-01-28	H
OQ775455|homo_sapiens|paraguay|2023-02-04	H
OQ775453|homo_sapiens|paraguay|2023-01-31	H
OQ775458|homo_sapiens|paraguay|2023-02-04	H
OQ775479|homo_sapiens|paraguay|2023-02-14	H
OQ775478|homo_sapiens|paraguay|2023-02-10	H
OQ775470|homo_sapiens|paraguay|2023-01-18	H
OQ775448|homo_sapiens|paraguay|2023-01-29	H
OQ775472|homo_sapiens|paraguay|2023-01-19	H
OQ775463|homo_sapiens|paraguay|2023-02-08	H
OQ775459|homo_sapiens|paraguay|2023-02-06	H
OQ775451|homo_sapiens|paraguay|2023-01-25	H
OQ775438|homo_sapiens|paraguay|2023-01-13	H
OQ775441|homo_sapiens|paraguay|2023-01-18	H
OQ775439|homo_sapiens|paraguay|2023-01-18	H
OQ775400|homo_sapiens|paraguay|2022-04-29	H
OQ775395|homo_sapiens|paraguay|2022-04-06	H
OQ759968|homo_sapiens|brazil|2022-06-08	H
OQ759964|homo_sapiens|brazil|2022-05-10	H
OQ759938|homo_sapiens|brazil|2022-04-11	H
OQ759947|homo_sapiens|brazil|2022-04-13	H
OQ759963|homo_sapiens|brazil|2022-06-02	H
OQ759954|homo_sapiens|brazil|2022-04-20	H
OQ759940|homo_sapiens|brazil|2022-04-12	H
OQ759966|homo_sapiens|brazil|2022-06-06	H
OQ759972|homo_sapiens|brazil|2022-06-13	H
OQ759971|homo_sapiens|brazil|2022-06-13	H
OQ759970|homo_sapiens|brazil|2022-06-09	H
OQ759969|homo_sapiens|brazil|2022-06-09	H
OQ759943|homo_sapiens|brazil|2022-04-12	H
OQ759937|homo_sapiens|brazil|2022-04-11	H
OQ759939|homo_sapiens|brazil|2022-04-11	H
OQ759936|homo_sapiens|brazil|2022-04-08	H
OQ759950|homo_sapiens|brazil|2022-04-11	H
OQ759931|homo_sapiens|brazil|2022-04-07	H
OQ759818|homo_sapiens|brazil|2022-05-30	H
OQ759821|homo_sapiens|brazil|2022-05-26	H
OQ759832|homo_sapiens|brazil|2022-05-25	H
OQ759819|homo_sapiens|brazil|2022-05-31	H
OQ759941|homo_sapiens|brazil|2022-04-12	H
OQ759804|homo_sapiens|brazil|2022-06-07	H
OQ759814|homo_sapiens|brazil|2022-06-06	H
OQ759803|homo_sapiens|brazil|2022-06-06	H
OQ759795|homo_sapiens|brazil|2022-06-15	H
OQ759949|homo_sapiens|brazil|2022-04-13	H
OQ759967|homo_sapiens|brazil|2022-06-09	H
OQ759946|homo_sapiens|brazil|2022-04-12	H
OQ759944|homo_sapiens|brazil|2022-04-12	H
OQ759952|homo_sapiens|brazil|2022-04-13	H
OQ759942|homo_sapiens|brazil|2022-04-11	H
OQ759948|homo_sapiens|brazil|2022-04-13	H
OQ759957|homo_sapiens|brazil|2022-05-02	H
OQ759934|homo_sapiens|brazil|2022-04-08	H
OQ759945|homo_sapiens|brazil|2022-04-12	H
OQ775436|homo_sapiens|paraguay|2023-01-12	H
OQ775468|homo_sapiens|paraguay|2023-02-16	H
OQ775456|homo_sapiens|paraguay|2023-02-03	H
OQ775471|homo_sapiens|paraguay|2023-02-16	H
OQ775452|homo_sapiens|paraguay|2023-01-31	H
OQ775467|homo_sapiens|paraguay|2023-02-15	H
OQ775465|homo_sapiens|paraguay|2023-02-11	H
OQ775460|homo_sapiens|paraguay|2023-02-08	H
OQ775437|homo_sapiens|paraguay|2023-01-12	H
OQ775435|homo_sapiens|paraguay|2023-01-06	H
OQ775401|homo_sapiens|paraguay|2022-05-07	H
OQ775394|homo_sapiens|paraguay|2022-04-06	H
PQ841387|homo_sapiens|paraguay|2023-01-06	H
PQ841426|homo_sapiens|paraguay|2023-03-10	H
PQ841424|homo_sapiens|paraguay|2023-03-04	H
PQ841430|homo_sapiens|paraguay|2023-04-11	H
PQ841425|homo_sapiens|paraguay|2023-03-07	H
PQ841428|homo_sapiens|paraguay|2023-03-16	H
PQ841417|homo_sapiens|paraguay|2023-01-31	H
PQ841429|homo_sapiens|paraguay|2023-03-16	H
PQ841423|homo_sapiens|paraguay|2023-02-14	H
PQ841418|homo_sapiens|paraguay|2023-01-31	H
PQ841419|homo_sapiens|paraguay|2023-01-31	H
PQ841414|homo_sapiens|paraguay|2023-01-24	H
PQ841412|homo_sapiens|paraguay|2023-01-05	H
PQ841401|homo_sapiens|paraguay|2023-01-03	H
PQ841396|homo_sapiens|paraguay|2023-01-10	H
PQ841403|homo_sapiens|paraguay|2023-01-04	H
PQ841398|homo_sapiens|paraguay|2023-01-02	H
PQ841397|homo_sapiens|paraguay|2023-01-10	H
PQ841392|homo_sapiens|paraguay|2023-01-01	H
PQ841390|homo_sapiens|paraguay|2023-01-10	H
PQ841400|homo_sapiens|paraguay|2023-01-02	H
PQ841389|homo_sapiens|paraguay|2023-01-07	H
PQ841388|homo_sapiens|paraguay|2023-01-07	H
PQ841402|homo_sapiens|paraguay|2023-01-03	H
PQ841386|homo_sapiens|paraguay|2023-01-06	H
PQ841394|homo_sapiens|paraguay|2023-01-01	H
PQ841393|homo_sapiens|paraguay|2023-01-01	H
PQ841391|homo_sapiens|paraguay|2023-01-10	H
PQ841385|homo_sapiens|paraguay|2023-01-06	H
PQ841383|homo_sapiens|paraguay|2023-01-04	H
PQ841410|homo_sapiens|paraguay|2023-01-04	H
PQ841409|homo_sapiens|paraguay|2023-01-04	H
PQ841408|homo_sapiens|paraguay|2023-01-04	H
PQ841406|homo_sapiens|paraguay|2023-01-04	H
PQ841411|homo_sapiens|paraguay|2023-01-05	H
PQ841407|homo_sapiens|paraguay|2023-01-04	H
PQ841384|homo_sapiens|paraguay|2023-01-04	H
PQ841399|homo_sapiens|paraguay|2023-01-02	H
PQ841382|homo_sapiens|paraguay|2023-01-04	H
OM128434|homo_sapiens|brazil|2018-06-07	H
OM128437|homo_sapiens|brazil|2018-06-07	H
OM128436|homo_sapiens|brazil|2018-06-05	H
OM128433|homo_sapiens|brazil|2018-06-06	H
PQ602191|homo_sapiens|brazil|2020-01-01	H
MT038403|homo_sapiens|paraguay|2018-07-10	H.1
MT038402|homo_sapiens|paraguay|2018-07-03	H.1
MT038401|homo_sapiens|paraguay|2018-06-25	H.1
MT038399|homo_sapiens|paraguay|2018-06-25	H.1
OR360572|homo_sapiens|uruguay|2023-04-14	H.2
OR360582|homo_sapiens|uruguay|2023-04-30	H.2
OR360593|homo_sapiens|uruguay|2023-05-07	H.2
OR360585|homo_sapiens|uruguay|2023-05-01	H.2
OR360590|homo_sapiens|uruguay|2023-05-04	H.2
OR360580|homo_sapiens|uruguay|2023-04-25	H.2
OR360581|homo_sapiens|uruguay|2023-04-26	H.2
OR360591|homo_sapiens|uruguay|2023-05-05	H.2
OR360595|homo_sapiens|uruguay|2023-05-24	H.2
OR360589|homo_sapiens|uruguay|2023-05-04	H.2
OR360592|homo_sapiens|uruguay|2023-05-19	H.2
OR360578|homo_sapiens|uruguay|2023-04-23	H.2
OR360587|homo_sapiens|uruguay|2023-05-03	H.2
OR360569|homo_sapiens|uruguay|2023-02-05	H.2
OR360570|homo_sapiens|uruguay|2023-03-20	H.2
OR360568|homo_sapiens|uruguay|2023-03-01	H.2
OR360567|homo_sapiens|uruguay|2023-02-13	H.2
OR360571|homo_sapiens|uruguay|2023-04-10	H.2
OR360574|homo_sapiens|uruguay|2023-04-06	H.2
OR360586|homo_sapiens|uruguay|2023-04-29	H.2
OR360579|homo_sapiens|uruguay|2023-04-25	H.2
OR360577|homo_sapiens|uruguay|2023-04-20	H.2
OR360575|homo_sapiens|uruguay|2023-04-15	H.2
OR360594|homo_sapiens|uruguay|2023-05-25	H.2
OR360566|homo_sapiens|uruguay|2023-03-02	H.2
OR360583|homo_sapiens|uruguay|2023-04-28	H.2
OR631917|homo_sapiens|argentina|2023-04-25	H.2
OR631916|homo_sapiens|argentina|2023-05-04	H.2
OR631899|homo_sapiens|argentina|2023-04-28	H.2
OR360588|homo_sapiens|uruguay|2023-05-04	H.2
OR631897|homo_sapiens|argentina|2023-04-24	H.2
OR360573|homo_sapiens|uruguay|2023-04-10	H.2
OR631894|homo_sapiens|argentina|2023-03-30	H.2
OR360584|homo_sapiens|uruguay|2023-04-29	H.2
OR360576|homo_sapiens|uruguay|2023-04-20	H.2
OR631898|homo_sapiens|argentina|2023-04-25	H.2
OR631909|homo_sapiens|argentina|2023-03-09	H.2
OR631890|homo_sapiens|argentina|2023-02-16	H.2
OR631892|homo_sapiens|argentina|2023-02-13	H.2
OR631901|homo_sapiens|argentina|2023-03-29	H.2
OR631896|homo_sapiens|argentina|2023-03-29	H.2
OR631893|homo_sapiens|argentina|2023-02-16	H.2
OR631871|homo_sapiens|argentina|2023-02-05	H.2
OR631869|homo_sapiens|argentina|2023-02-08	H.2
OR631865|homo_sapiens|argentina|2023-02-27	H.2
OR631908|homo_sapiens|argentina|2023-03-22	H.2
OR631874|homo_sapiens|argentina|2023-01-25	H.2
OR631891|homo_sapiens|argentina|2023-03-29	H.2
OR631906|homo_sapiens|argentina|2023-03-09	H.2
OR631895|homo_sapiens|argentina|2023-04-12	H.2
OR631900|homo_sapiens|argentina|2023-04-21	H.2
OR631864|homo_sapiens|argentina|2023-03-03	H.2
OR631907|homo_sapiens|argentina|2023-03-14	H.2
OR631885|homo_sapiens|argentina|2023-02-16	H.2
OR631877|homo_sapiens|argentina|2023-01-13	H.2
OR631867|homo_sapiens|argentina|2023-02-20	H.2
OR631866|homo_sapiens|argentina|2023-03-01	H.2
OR631886|homo_sapiens|argentina|2023-03-01	H.2
OR631883|homo_sapiens|argentina|2023-03-01	H.2
OR631884|homo_sapiens|argentina|2023-03-03	H.2
ON204004|homo_sapiens|brazil|2022-01-01	H.2
OR631915|homo_sapiens|argentina|2023-01-11	H.2
OR631913|homo_sapiens|argentina|2023-01-15	H.2
OR631911|homo_sapiens|argentina|2023-01-25	H.2
OR631889|homo_sapiens|argentina|2023-03-04	H.2
OR631888|homo_sapiens|argentina|2023-02-10	H.2
OR631910|homo_sapiens|argentina|2023-03-24	H.2
OR631887|homo_sapiens|argentina|2023-02-26	H.2
OR631881|homo_sapiens|argentina|2023-02-27	H.2
OR631875|homo_sapiens|argentina|2023-01-25	H.2
OR631873|homo_sapiens|argentina|2023-02-02	H.2
OR631882|homo_sapiens|argentina|2023-03-02	H.2
OR631880|homo_sapiens|argentina|2023-02-10	H.2
OR631870|homo_sapiens|argentina|2023-02-06	H.2
OR631872|homo_sapiens|argentina|2023-02-08	H.2
OR631878|homo_sapiens|argentina|2023-01-19	H.2
OR631876|homo_sapiens|argentina|2023-01-19	H.2
OR631879|homo_sapiens|argentina|2023-03-03	H.2
OR631868|homo_sapiens|argentina|2023-02-10	H.2
OR631863|homo_sapiens|argentina|2023-02-23	H.2
OQ054327|culicidae|china|2021-10-01	O
MW473668||usa|2018-02-02	O
OL343611|homo_sapiens|brazil|2014-10-28	O
OL343612|homo_sapiens|brazil|2014-10-24	O
OL343615|homo_sapiens|brazil|2015-02-20	O
OL343610|homo_sapiens|brazil|2015-02-25	O
OL343616|homo_sapiens|brazil|2015-02-24	O
OL343614|homo_sapiens|brazil|2014-10-10	O
OL343613|homo_sapiens|brazil|2015-01-09	O
OQ148627|homo_sapiens|brazil|2014-10-28	O
OQ148624|homo_sapiens|brazil|2014-10-15	O
OQ148625|homo_sapiens|brazil|2014-10-16	O
OQ148623|homo_sapiens|brazil|2014-10-16	O
OQ148622|homo_sapiens|brazil|2014-07-10	O
OQ148618|homo_sapiens|brazil|2014-09-12	O
KY680396|homo_sapiens|usa|2014-09-02	O
KY435483|homo_sapiens|anguilla|2014-02-12	O
KY435482|homo_sapiens|saint_kitts_and_nevis|2014-03-11	O
KY435485|homo_sapiens|dominica|2014-01-28	O
KY435479|homo_sapiens|antigua_and_barbuda|2014-04-28	O
KY435468|homo_sapiens|jamaica|2014-08-06	O
KP851710|homo_sapiens|mexico|2014-05-30	O
KR046227|homo_sapiens|trinidad_and_tobago|2014-08-30	O
KY435467|homo_sapiens|montserrat|2014-07-24	O
KY435457|homo_sapiens|montserrat|2014-10-30	O
KY435475|homo_sapiens|saint_vincent_and_the_grenadines|2014-05-22	O
KY435472|homo_sapiens|grenada|2014-06-16	O
KY435469|homo_sapiens|grenada|2014-07-30	O
KY435454|homo_sapiens|trinidad_and_tobago|2011-11-01	O
KX262992|homo_sapiens|guadeloupe|2014-01-05	O
KP164572|homo_sapiens|brazil|2014-08-21	O
OQ148659|homo_sapiens|brazil|2014-08-21	O
KP164567|homo_sapiens|brazil|2014-08-28	O
OQ148626|homo_sapiens|brazil|2014-10-16	O
OQ148620|homo_sapiens|brazil|2014-02-10	O
OQ148628|homo_sapiens|brazil|2014-02-12	O
OQ148619|homo_sapiens|brazil|2014-10-10	O
MW656171|homo_sapiens|colombia|2015-02-01	O
KY703949|homo_sapiens|nicaragua|2015-01-15	O
MH329298|homo_sapiens|colombia|2014-11-01	O
MH329297|homo_sapiens|colombia|2014-11-01	O
KY680347|homo_sapiens|usa|2014-05-13	O
KY703969|homo_sapiens|nicaragua|2014-11-14	O
KY703963|homo_sapiens|nicaragua|2015-09-07	O
KY704000|homo_sapiens|nicaragua|2015-08-05	O
KY703932|homo_sapiens|nicaragua|2015-08-19	O
MK134713|homo_sapiens|brazil|2014-11-11	O
MK134712|homo_sapiens|brazil|2014-12-03	O
LC500222|homo_sapiens|aruba|2015-03-01	O
LC500221|homo_sapiens|aruba|2015-02-01	O
LC500219|homo_sapiens|aruba|2015-01-01	O
LC500216|homo_sapiens|aruba|2015-01-01	O
LN898112|homo_sapiens|martinique|2014-01-01	O
LN898110|homo_sapiens|guadeloupe|2014-01-01	O
LN898106|homo_sapiens|martinique|2014-01-01	O
LN898100|homo_sapiens|martinique|2014-01-01	O
LN898108|homo_sapiens|martinique|2014-01-01	O
LN898104|homo_sapiens|martinique|2014-01-01	O
LN898105|homo_sapiens|martinique|2014-01-01	O
LN898101|homo_sapiens|martinique|2014-01-01	O
LN898098|homo_sapiens|guadeloupe|2014-01-01	O
LN898096|homo_sapiens|martinique|2014-01-01	O
LN898103|homo_sapiens|guadeloupe|2014-01-01	O
LN898094|homo_sapiens|guadeloupe|2014-01-01	O
LN898111|homo_sapiens|guadeloupe|2014-01-01	O
LN898107|homo_sapiens|martinique|2014-01-01	O
LN898099|homo_sapiens|guadeloupe|2014-01-01	O
LN898102|homo_sapiens|guadeloupe|2014-01-01	O
LN898097|homo_sapiens|guadeloupe|2014-01-01	O
LN898095|homo_sapiens|martinique|2014-01-01	O
LN898109|homo_sapiens|martinique|2014-01-01	O
LN898093|homo_sapiens|martinique|2013-12-01	O
KY703950|homo_sapiens|nicaragua|2014-11-25	O
KY703921|homo_sapiens|nicaragua|2015-11-04	O
KY703903|homo_sapiens|nicaragua|2015-09-05	O
KY703902|homo_sapiens|nicaragua|2015-09-05	O
KY680364|homo_sapiens|usa|2014-05-15	O
KY435476|homo_sapiens|turks_and_caicos_islands|2014-06-05	O
KY435480|homo_sapiens|haiti|2014-04-27	O
KY435470|homo_sapiens|bahamas|2014-07-08	O
KY435461|homo_sapiens|jamaica|2014-08-24	O
KY435456|homo_sapiens|suriname|2014-08-17	O
MG967666|homo_sapiens|haiti|2014-06-01	O
KP164571|homo_sapiens|brazil|2014-07-03	O
LC500220|homo_sapiens|aruba|2015-01-01	O
LC500217|homo_sapiens|aruba|2015-01-01	O
LC500215|homo_sapiens|aruba|2015-01-01	O
KT327167|homo_sapiens|mexico|2014-01-01	O
KT327166|homo_sapiens|mexico|2014-01-01	O
KT327165|homo_sapiens|mexico|2014-01-01	O
KT327163|homo_sapiens|mexico|2014-01-01	O
MT228632|homo_sapiens|saint_martin|2013-01-01	O
OL343608|homo_sapiens|brazil|2015-02-03	O
MT150100|homo_sapiens|bolivia|2015-04-27	O
MT150098|homo_sapiens|bolivia|2015-05-04	O
MT150097|homo_sapiens|bolivia|2015-05-04	O
MT150096|homo_sapiens|bolivia|2015-05-04	O
MT150099|homo_sapiens|bolivia|2015-05-04	O
MT150095|homo_sapiens|bolivia|2015-04-26	O
MT150094|homo_sapiens|bolivia|2015-03-01	O
MT150093|homo_sapiens|bolivia|2015-03-01	O
MT150092|homo_sapiens|bolivia|2015-02-24	O
KY680370|homo_sapiens|usa|2014-10-03	O
LC500218|homo_sapiens|aruba|2015-01-01	O
MN462648|homo_sapiens|ecuador|2015-05-28	O
MN462662|homo_sapiens|ecuador|2015-08-27	O
MN462645|homo_sapiens|ecuador|2015-05-26	O
MN462644|homo_sapiens|ecuador|2015-05-15	O
MN462643|homo_sapiens|ecuador|2015-11-05	O
MN462641|homo_sapiens|ecuador|2015-05-05	O
MN462640|homo_sapiens|ecuador|2015-04-05	O
MN462646|homo_sapiens|ecuador|2015-05-27	O
MN462661|homo_sapiens|ecuador|2015-08-14	O
MN462659|homo_sapiens|ecuador|2015-12-08	O
MN462655|homo_sapiens|ecuador|2015-07-14	O
MN462639|homo_sapiens|ecuador|2015-08-04	O
OQ148653|homo_sapiens|brazil|2014-11-11	O
OQ148652|homo_sapiens|brazil|2014-10-27	O
KR559488||honduras|2014-09-01	O
KR559484||el_salvador|2014-11-01	O
KR559476||haiti|2014-07-01	O
KR559475||el_salvador|2014-09-01	O
KR559472||el_salvador|2014-06-01	O
KR046232|homo_sapiens|trinidad_and_tobago|2014-09-20	O
KR046231|homo_sapiens|trinidad_and_tobago|2014-11-09	O
KR046229|homo_sapiens|trinidad_and_tobago|2014-09-17	O
KT581023|homo_sapiens|brazil|2014-01-01	O
KT192707|homo_sapiens|nicaragua|2014-10-31	O
KX262994|homo_sapiens|french_guiana|2014-01-21	O
KR046230|homo_sapiens|trinidad_and_tobago|2014-09-18	O
KU365369|homo_sapiens|trinidad_and_tobago|2014-01-01	O
KU365367|homo_sapiens|mexico|2014-11-07	O
KU365366|homo_sapiens|mexico|2014-10-09	O
KY703970|homo_sapiens|nicaragua|2015-11-28	O
KY703996|homo_sapiens|nicaragua|2015-12-26	O
KY703935|homo_sapiens|nicaragua|2015-12-02	O
KY703920|homo_sapiens|nicaragua|2015-11-16	O
KY703959|homo_sapiens|nicaragua|2014-12-03	O
KY703955|homo_sapiens|nicaragua|2015-08-17	O
KY703948|homo_sapiens|nicaragua|2015-08-18	O
KY703919|homo_sapiens|nicaragua|2015-01-29	O
KY703984|homo_sapiens|nicaragua|2014-11-27	O
KY703947|homo_sapiens|nicaragua|2014-11-19	O
KY703928|homo_sapiens|nicaragua|2015-01-30	O
KY703909|homo_sapiens|nicaragua|2015-01-28	O
KY703918|homo_sapiens|nicaragua|2015-01-26	O
KY703901|homo_sapiens|nicaragua|2015-01-26	O
KY703899|homo_sapiens|nicaragua|2015-10-20	O
KY704001|homo_sapiens|nicaragua|2015-01-21	O
KY703956|homo_sapiens|nicaragua|2014-10-28	O
KY703993|homo_sapiens|nicaragua|2014-11-07	O
KY703940|homo_sapiens|nicaragua|2014-10-28	O
KY703994|homo_sapiens|nicaragua|2015-11-18	O
KY703934|homo_sapiens|nicaragua|2015-10-27	O
KY703927|homo_sapiens|nicaragua|2015-01-15	O
KY703904|homo_sapiens|nicaragua|2014-10-04	O
KY703922|homo_sapiens|nicaragua|2015-09-06	O
KY703908|homo_sapiens|nicaragua|2014-12-02	O
KY703898|homo_sapiens|nicaragua|2015-08-25	O
KY703897|homo_sapiens|nicaragua|2015-01-16	O
KR559471||el_salvador|2014-10-01	O
KY703998|homo_sapiens|nicaragua|2015-08-06	O
KY703967|homo_sapiens|nicaragua|2015-08-12	O
KY703980|homo_sapiens|nicaragua|2015-09-06	O
KY703930|homo_sapiens|nicaragua|2015-11-24	O
KY703911|homo_sapiens|nicaragua|2015-12-17	O
KY703895|homo_sapiens|nicaragua|2015-11-26	O
KY703999|homo_sapiens|nicaragua|2015-01-19	O
KY703997|homo_sapiens|nicaragua|2015-12-19	O
KY703988|homo_sapiens|nicaragua|2014-11-27	O
KY703978|homo_sapiens|nicaragua|2015-12-02	O
KY703972|homo_sapiens|nicaragua|2014-12-09	O
KY703968|homo_sapiens|nicaragua|2015-01-23	O
KY703933|homo_sapiens|nicaragua|2015-10-09	O
KY703992|homo_sapiens|nicaragua|2015-08-05	O
KY703990|homo_sapiens|nicaragua|2015-11-21	O
KY703987|homo_sapiens|nicaragua|2015-11-04	O
KY703925|homo_sapiens|nicaragua|2015-09-06	O
KY703912|homo_sapiens|nicaragua|2015-12-14	O
KY703914|homo_sapiens|nicaragua|2015-08-15	O
KY703982|homo_sapiens|nicaragua|2015-11-30	O
KY703971|homo_sapiens|nicaragua|2015-11-28	O
KY703907|homo_sapiens|nicaragua|2015-07-15	O
KY703986|homo_sapiens|nicaragua|2015-09-16	O
KY703974|homo_sapiens|nicaragua|2015-09-03	O
KY703952|homo_sapiens|nicaragua|2015-09-03	O
KY703926|homo_sapiens|nicaragua|2015-08-20	O
KY703924|homo_sapiens|nicaragua|2015-08-13	O
KY703891|homo_sapiens|nicaragua|2015-09-17	O
KY703965|homo_sapiens|nicaragua|2015-09-03	O
KY703995|homo_sapiens|nicaragua|2015-08-13	O
KY703944|homo_sapiens|nicaragua|2015-10-03	O
KY703943|homo_sapiens|nicaragua|2015-10-10	O
KY703890|homo_sapiens|nicaragua|2015-09-23	O
KY703892|homo_sapiens|nicaragua|2015-11-26	O
KY703889|homo_sapiens|nicaragua|2015-08-05	O
KY703989|homo_sapiens|nicaragua|2014-12-03	O
KY703979|homo_sapiens|nicaragua|2015-09-22	O
KY703973|homo_sapiens|nicaragua|2015-11-06	O
KY703954|homo_sapiens|nicaragua|2014-11-05	O
KY703946|homo_sapiens|nicaragua|2015-10-12	O
KY703938|homo_sapiens|nicaragua|2015-02-18	O
KY703915|homo_sapiens|nicaragua|2015-08-03	O
KY703976|homo_sapiens|nicaragua|2015-09-05	O
KY703958|homo_sapiens|nicaragua|2015-11-25	O
KY703937|homo_sapiens|nicaragua|2015-10-15	O
KY703900|homo_sapiens|nicaragua|2015-12-14	O
KY703991|homo_sapiens|nicaragua|2015-10-09	O
KY703894|homo_sapiens|nicaragua|2015-10-09	O
KY703893|homo_sapiens|nicaragua|2015-09-02	O
KY703985|homo_sapiens|nicaragua|2015-08-13	O
KY703931|homo_sapiens|nicaragua|2015-09-19	O
KY703957|homo_sapiens|nicaragua|2015-09-05	O
KY703942|homo_sapiens|nicaragua|2015-08-04	O
KY703916|homo_sapiens|nicaragua|2015-08-04	O
KY703888|homo_sapiens|nicaragua|2015-08-15	O
KY680399|homo_sapiens|usa|2014-09-05	O
KY680393|homo_sapiens|usa|2014-09-17	O
KY680389|homo_sapiens|usa|2015-07-14	O
KY680405|homo_sapiens|usa|2014-06-18	O
KY680386|homo_sapiens|usa|2014-09-24	O
KY680384|homo_sapiens|usa|2014-06-25	O
KY680382|homo_sapiens|usa|2014-06-04	O
KY680375|homo_sapiens|usa|2014-06-04	O
KY680373|homo_sapiens|usa|2014-10-22	O
KY680367|homo_sapiens|usa|2014-06-09	O
KY703906|homo_sapiens|nicaragua|2015-09-08	O
KY680366|homo_sapiens|usa|2015-07-24	O
KY680359|homo_sapiens|usa|2014-07-04	O
KX702401|homo_sapiens|haiti|2014-06-02	O
KY415979|homo_sapiens|haiti|2014-05-29	O
KY415985|homo_sapiens|haiti|2014-08-13	O
KY415984|homo_sapiens|haiti|2014-06-24	O
KY415982|homo_sapiens|haiti|2014-06-11	O
KX702402|homo_sapiens|haiti|2014-06-09	O
KY415981|homo_sapiens|haiti|2014-06-10	O
KY415980|homo_sapiens|haiti|2014-06-05	O
KY415983|homo_sapiens|haiti|2014-06-02	O
KY415978|homo_sapiens|haiti|2014-05-29	O
KY680402|homo_sapiens|usa|2014-07-27	O
KY680372|homo_sapiens|usa|2014-06-04	O
KY680356|homo_sapiens|usa|2014-07-21	O
KY680363|homo_sapiens|usa|2014-06-15	O
KY680355|homo_sapiens|usa|2014-07-22	O
KY703975|homo_sapiens|nicaragua|2015-09-22	O
KY703960|homo_sapiens|nicaragua|2015-08-05	O
KY704002|homo_sapiens|nicaragua|2015-01-15	O
KY703983|homo_sapiens|nicaragua|2014-12-11	O
KY703966|homo_sapiens|nicaragua|2015-12-10	O
KY703941|homo_sapiens|nicaragua|2015-10-28	O
KY703951|homo_sapiens|nicaragua|2015-08-05	O
KY703923|homo_sapiens|nicaragua|2015-09-19	O
KY703905|homo_sapiens|nicaragua|2015-09-17	O
KY680398|homo_sapiens|usa|2014-08-05	O
KY680361|homo_sapiens|usa|2014-05-26	O
KY680352|homo_sapiens|usa|2014-05-15	O
KU365368|homo_sapiens|mexico|2014-03-26	O
KY435471|homo_sapiens|turks_and_caicos_islands|2014-06-11	O
KY680413|homo_sapiens|usa|2014-09-17	O
KY435455|homo_sapiens|anguilla|2014-11-12	O
KR559478||haiti|2014-05-01	O
LC259089|homo_sapiens|dominica|2014-06-23	O
KY680379|homo_sapiens|usa|2014-09-16	O
KY435459|homo_sapiens|cayman_islands|2014-09-17	O
MF773560|homo_sapiens||2014-01-01	O
KY703977|homo_sapiens|nicaragua|2015-08-03	O
KY703961|homo_sapiens|nicaragua|2015-08-06	O
KY703936|homo_sapiens|nicaragua|2015-10-07	O
KY703913|homo_sapiens|nicaragua|2015-08-13	O
KR559481||guatemala|2014-09-01	O
KY703962|homo_sapiens|nicaragua|2015-10-01	O
KY703910|homo_sapiens|nicaragua|2015-10-18	O
KY703896|homo_sapiens|nicaragua|2014-12-18	O
KP851709|homo_sapiens|mexico|2014-10-15	O
KY703945|homo_sapiens|nicaragua|2015-10-02	O
MG921596|homo_sapiens|mexico|2015-01-01	O
PQ261037|homo_sapiens|mexico|2015-01-01	O
PQ261036|homo_sapiens|mexico|2015-01-01	O
KX262991|homo_sapiens|saint_martin|2013-01-01	O
KY575573|homo_sapiens|usa|2014-01-01	O
KY435460|homo_sapiens|cayman_islands|2014-07-06	O
MG208125|homo_sapiens|saint_martin|2013-01-01	O
MT228633|homo_sapiens|saint_martin|2013-01-01	O
MT228631|homo_sapiens|saint_martin|2013-01-01	O
PX312164|homo_sapiens|saint_martin|2013-12-01	O
KR559490||guyana|2014-08-01	O
KR046234|homo_sapiens|trinidad_and_tobago|2014-09-12	O
KR559496||guyana|2014-07-01	O
KR046233|homo_sapiens|trinidad_and_tobago|2014-09-20	O
KY435478|homo_sapiens|guyana|2014-05-17	O
KY435463|homo_sapiens|suriname|2014-08-02	O
KR559489||jamaica|2014-10-01	O
KR559485||usa|2014-10-01	O
KR559497|||2014-06-01	O
KR559491||colombia|2014-08-01	O
KY680407|homo_sapiens|usa|2014-11-20	O
KY680388|homo_sapiens|usa|2014-10-02	O
KY680376|homo_sapiens|usa|2014-10-08	O
KJ451624|homo_sapiens|british_virgin_islands|2014-01-01	O
KT327164|homo_sapiens|mexico|2014-01-01	O
